"rank","headline","headline href","headline 2","brand-img src","aff-btn href","aff-btn href 2","aff-btn href 3","brand_info","point"
"10位","（ふさのかんきく）","https://www.saketime.jp/brands/575/","総乃寒菊","https://www.saketime.jp/img/brand/review/575/thum_0cdcb3d31e7eaa1144f1c587d9597bfe.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E7%B7%8F%E4%B9%83%E5%AF%92%E8%8F%8A+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E7%B7%8F%E4%B9%83%E5%AF%92%E8%8F%8A%2F100337%2F%3Fnitem%3Docean99+%E5%A4%A7%E4%BF%A1%E5%B7%9E+%E5%B3%B6%E6%A0%B9%E7%9C%8C+%E7%A9%BA%E6%B5%B7+OCEAN+99+%E9%9B%BB%E7%85%A7%E8%8F%8A","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E7%B7%8F%E4%B9%83%E5%AF%92%E8%8F%8A+-ocean99+-%E5%A4%A7%E4%BF%A1%E5%B7%9E+-%E5%B3%B6%E6%A0%B9%E7%9C%8C+-%E7%A9%BA%E6%B5%B7+-OCEAN+99+-%E9%9B%BB%E7%85%A7%E8%8F%8A","千葉 | 寒菊銘醸","4.39点"
"12位","（はなむら）","https://www.saketime.jp/brands/3606/","花邑","https://www.saketime.jp/img/brand/review/3606/thum_62406818a2279b0fec35164e74fba67a.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E8%8A%B1%E9%82%91+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E8%8A%B1%E9%82%91%2F100337%2F%3Fnitem%3DRz55+%E5%A4%A9%E3%81%AE%E6%88%B8+%E7%BF%A0%E7%8E%89+%E6%A1%9C%E3%83%A9%E3%83%99%E3%83%AB+3%E6%9C%AC+%E6%96%B0%E6%94%BF","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E8%8A%B1%E9%82%91+-Rz55+-%E5%A4%A9%E3%81%AE%E6%88%B8+-%E7%BF%A0%E7%8E%89+-%E6%A1%9C%E3%83%A9%E3%83%99%E3%83%AB+-3%E6%9C%AC+-%E6%96%B0%E6%94%BF","秋田 | 両関酒造","4.38点"
"13位","（オーシャン ナインティナイン）","https://www.saketime.jp/brands/6222/","OCEAN99","https://www.saketime.jp/img/brand/review/6222/thum_b424fafc9194aba078f968f07c0dc6d6.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=OCEAN99+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2FOCEAN99%2F100337%2F","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3DOCEAN99","千葉 | 寒菊銘醸","4.36点"
"14位","（しゃらく）","https://www.saketime.jp/brands/372/","写楽（冩樂）","https://www.saketime.jp/img/brand/review/372/thum_b5ec0012fbe79afb260664a4a5265ce2.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E5%86%99%E6%A5%BD%EF%BC%88%E5%86%A9%E6%A8%82%EF%BC%89+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E5%86%99%E6%A5%BD%EF%BC%88%E5%86%A9%E6%A8%82%EF%BC%89%2F100337%2F%3Fnitem%3D%E5%87%BA%E7%BE%BD%E6%A1%9C","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E5%86%99%E6%A5%BD%EF%BC%88%E5%86%A9%E6%A8%82%EF%BC%89+-%E5%87%BA%E7%BE%BD%E6%A1%9C","福島 | 宮泉銘醸","4.35点"
"14位","（ソガペール エ フィス）","https://www.saketime.jp/brands/3402/","ソガペールエフィス","https://www.saketime.jp/img/brand/review/3402/thum_8323ec08ddf037e2a58cf8e800119939.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E3%82%BD%E3%82%AC%E3%83%9A%E3%83%BC%E3%83%AB%E3%82%A8%E3%83%95%E3%82%A3%E3%82%B9+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E3%82%BD%E3%82%AC%E3%83%9A%E3%83%BC%E3%83%AB%E3%82%A8%E3%83%95%E3%82%A3%E3%82%B9%2F100337%2F","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E3%82%BD%E3%82%AC%E3%83%9A%E3%83%BC%E3%83%AB%E3%82%A8%E3%83%95%E3%82%A3%E3%82%B9","長野 | 小布施ワイナリー","4.35点"
"16位","（あべ）","https://www.saketime.jp/brands/4250/","あべ","https://www.saketime.jp/img/brand/review/4250/thum_4395897d093be04a4ea1415d7e69df1d.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E3%81%82%E3%81%B9+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E3%81%82%E3%81%B9%2F100337%2F%3Fnitem%3D%E3%81%82%E3%81%B9%E3%82%8A%E3%81%82+%E8%BE%B2%E5%9C%92+%E9%AF%89%E5%B7%9D%E9%85%92%E9%80%A0+%E7%94%B7%E5%B1%B1+%E9%85%92%E5%95%86+%E9%98%BF%E9%83%A8%E5%8B%98","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E3%81%82%E3%81%B9+-%E3%81%82%E3%81%B9%E3%82%8A%E3%81%82+-%E8%BE%B2%E5%9C%92+-%E9%AF%89%E5%B7%9D%E9%85%92%E9%80%A0+-%E7%94%B7%E5%B1%B1+-%E9%85%92%E5%95%86+-%E9%98%BF%E9%83%A8%E5%8B%98","新潟 | 阿部酒造","4.34点"
"17位","（かわなかじま げんぶ）","https://www.saketime.jp/brands/3480/","川中島 幻舞","https://www.saketime.jp/img/brand/review/3480/thum_22d6f4b4f12b62e24696e441948a0835.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E5%B7%9D%E4%B8%AD%E5%B3%B6+%E5%B9%BB%E8%88%9E+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E5%B7%9D%E4%B8%AD%E5%B3%B6+%E5%B9%BB%E8%88%9E%2F100337%2F%3Fnitem%3D%E3%81%AB%E3%81%94%E3%82%8A%E9%85%92+%E7%89%B9%E5%88%A5%E7%B4%94%E7%B1%B3","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E5%B7%9D%E4%B8%AD%E5%B3%B6+%E5%B9%BB%E8%88%9E+-%E3%81%AB%E3%81%94%E3%82%8A%E9%85%92+-%E7%89%B9%E5%88%A5%E7%B4%94%E7%B1%B3","長野 | 酒千蔵野","4.33点"
"18位","（にふだざけ）","https://www.saketime.jp/brands/2450/","荷札酒","https://www.saketime.jp/img/brand/review/2450/thum_00951f7ae5753052ac12644517845c91.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E8%8D%B7%E6%9C%AD%E9%85%92+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E8%8D%B7%E6%9C%AD%E9%85%92%2F100337%2F%3Fnitem%3D%E7%B1%B3%E8%A2%8B+%E3%81%9D%E3%81%AE%E3%81%BE%E3%81%BE+%E5%A3%B1%E4%B9%85+1%E6%9C%AC%E3%81%82%E3%81%9F%E3%82%8A+%E8%A8%B3%E3%81%82%E3%82%8A+%E8%B6%8A%E5%BE%8C%E5%AF%92%E6%A4%BF","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E8%8D%B7%E6%9C%AD%E9%85%92+-%E7%B1%B3%E8%A2%8B+-%E3%81%9D%E3%81%AE%E3%81%BE%E3%81%BE+-%E5%A3%B1%E4%B9%85+-1%E6%9C%AC%E3%81%82%E3%81%9F%E3%82%8A+-%E8%A8%B3%E3%81%82%E3%82%8A+-%E8%B6%8A%E5%BE%8C%E5%AF%92%E6%A4%BF","新潟 | 加茂錦酒造","4.32点"
"19位","（あらまさ）","https://www.saketime.jp/brands/113/","新政","https://www.saketime.jp/img/brand/review/113/thum_1d267feb45194a8866d669f117da5773.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E6%96%B0%E6%94%BF+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E6%96%B0%E6%94%BF%2F100337%2F%3Fnitem%3DNo+NO+no+type+%EF%BD%94%EF%BD%99%EF%BD%90%EF%BD%85+%E3%82%BF%E3%82%A4%E3%83%97+%E9%99%BD%E4%B9%83%E9%B3%A5+%E4%BA%9C%E9%BA%BB%E7%8C%AB+%E5%A4%A9%E8%9B%99+%E3%82%84%E3%81%BE%E3%83%A6+%E6%B6%85%E6%A7%83%E9%BE%9C+NEXT5+%E7%B4%AB%E5%85%AB%E5%92%AB+%E3%82%84%E3%81%BE%E3%82%A6+%E7%95%B0%E7%AB%AF+%E5%85%AD%E8%99%9F+%E6%A1%83+%E4%B8%AD%E5%8F%A4+%E5%8C%97%E9%9B%AA+%E6%96%B0%E6%94%BF%E3%81%A7","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E6%96%B0%E6%94%BF+-No+-NO+-no+-type+-%EF%BD%94%EF%BD%99%EF%BD%90%EF%BD%85+-%E3%82%BF%E3%82%A4%E3%83%97+-%E9%99%BD%E4%B9%83%E9%B3%A5+-%E4%BA%9C%E9%BA%BB%E7%8C%AB+-%E5%A4%A9%E8%9B%99+-%E3%82%84%E3%81%BE%E3%83%A6+-%E6%B6%85%E6%A7%83%E9%BE%9C+-NEXT5+-%E7%B4%AB%E5%85%AB%E5%92%AB+-%E3%82%84%E3%81%BE%E3%82%A6+-%E7%95%B0%E7%AB%AF+-%E5%85%AD%E8%99%9F+-%E6%A1%83+-%E4%B8%AD%E5%8F%A4+-%E5%8C%97%E9%9B%AA+-%E6%96%B0%E6%94%BF%E3%81%A7","秋田 | 新政酒造","4.31点"
"19位","（あまねこ）","https://www.saketime.jp/brands/2166/","亜麻猫","https://www.saketime.jp/img/brand/review/2166/thum_31f330fcf2a39021f9d31b15f919d314.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E4%BA%9C%E9%BA%BB%E7%8C%AB+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E4%BA%9C%E9%BA%BB%E7%8C%AB%2F100337%2F%3Fnitem%3D%E9%A3%9B%E8%89%AF%E6%B3%89+%E9%99%BD%E4%B9%83%E9%B3%A5","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E4%BA%9C%E9%BA%BB%E7%8C%AB+-%E9%A3%9B%E8%89%AF%E6%B3%89+-%E9%99%BD%E4%B9%83%E9%B3%A5","秋田 | 新政酒造","4.31点"
"21位","（みむろすぎ）","https://www.saketime.jp/brands/1496/","みむろ杉","https://www.saketime.jp/img/brand/review/1496/thum_ba8a16b5cb72efb83dc6442f714e9fba.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E3%81%BF%E3%82%80%E3%82%8D%E6%9D%89+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E3%81%BF%E3%82%80%E3%82%8D%E6%9D%89%2F100337%2F%3Fnitem%3D%E4%BB%8A%E8%A5%BF+%E9%AC%BC%E3%81%94%E3%81%AE%E3%81%BF","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E3%81%BF%E3%82%80%E3%82%8D%E6%9D%89+-%E4%BB%8A%E8%A5%BF+-%E9%AC%BC%E3%81%94%E3%81%AE%E3%81%BF","奈良 | 今西酒造","4.30点"
"21位","（ヨコヤマ）","https://www.saketime.jp/brands/5487/","よこやま","https://www.saketime.jp/img/brand/review/5487/thum_0b265d772efc85acd19900ecf78e2dca.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E3%82%88%E3%81%93%E3%82%84%E3%81%BE+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E3%82%88%E3%81%93%E3%82%84%E3%81%BE%2F100337%2F%3Fnitem%3D%E6%A8%AA%E5%B1%B1%E4%BA%94%E5%8D%81","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E3%82%88%E3%81%93%E3%82%84%E3%81%BE+-%E6%A8%AA%E5%B1%B1%E4%BA%94%E5%8D%81","長崎 | 重家酒造","4.30点"
"23位","（とうようびじん）","https://www.saketime.jp/brands/1821/","東洋美人","https://www.saketime.jp/img/brand/review/1821/thum_a2a8520b376d85ff83ccb218f377e326.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E6%9D%B1%E6%B4%8B%E7%BE%8E%E4%BA%BA+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E6%9D%B1%E6%B4%8B%E7%BE%8E%E4%BA%BA%2F100337%2F","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E6%9D%B1%E6%B4%8B%E7%BE%8E%E4%BA%BA","山口 | 澄川酒造場","4.29点"
"23位","（ひろとがわ）","https://www.saketime.jp/brands/2299/","廣戸川","https://www.saketime.jp/img/brand/review/2299/thum_07b0057ff2e4cc1fff13736ef98bb503.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E5%BB%A3%E6%88%B8%E5%B7%9D+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E5%BB%A3%E6%88%B8%E5%B7%9D%2F100337%2F%3Fnitem%3D%E7%9F%B3%E8%83%8C+2%E6%9C%AC+%EF%BC%92%E6%9C%AC+6%E6%9C%AC+12%E6%9C%AC","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E5%BB%A3%E6%88%B8%E5%B7%9D+-%E7%9F%B3%E8%83%8C+-2%E6%9C%AC+-%EF%BC%92%E6%9C%AC+-6%E6%9C%AC+-12%E6%9C%AC","福島 | 松崎酒造店","4.29点"
"23位","（いび）","https://www.saketime.jp/brands/1189/","射美","https://www.saketime.jp/img/brand/review/1189/thum_903e407f7ce375e9375f65d14609fe45.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E5%B0%84%E7%BE%8E+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E5%B0%84%E7%BE%8E%2F100337%2F%3Fnitem%3D%E8%80%8C%E4%BB%8A+%E5%8D%81%E5%9B%9B%E4%BB%A3+%E6%96%B0%E6%94%BF+%E4%BF%A1%E5%B7%9E%E4%BA%80%E9%BD%A2+%E8%B5%A4%E6%AD%A6+%E3%81%8F%E3%81%A9%E3%81%8D%E4%B8%8A%E6%89%8B+%E4%BB%99%E7%A6%BD","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E5%B0%84%E7%BE%8E+-%E8%80%8C%E4%BB%8A+-%E5%8D%81%E5%9B%9B%E4%BB%A3+-%E6%96%B0%E6%94%BF+-%E4%BF%A1%E5%B7%9E%E4%BA%80%E9%BD%A2+-%E8%B5%A4%E6%AD%A6+-%E3%81%8F%E3%81%A9%E3%81%8D%E4%B8%8A%E6%89%8B+-%E4%BB%99%E7%A6%BD","岐阜 | 杉原酒造","4.29点"
"26位","（みこつる）","https://www.saketime.jp/brands/913/","御湖鶴","https://www.saketime.jp/img/brand/review/913/thum_575e12f167f20d4812ba1d9a72520a7f.jpg","https://www.amazon.co.jp/s?i=food-beverage&rh=n%3A71610051&_encoding=UTF8&tag=saketime-22&linkCode=ur2&dc&k=%E5%BE%A1%E6%B9%96%E9%B6%B4+%E6%97%A5%E6%9C%AC%E9%85%92","https://hb.afl.rakuten.co.jp/hgc/33b13d19.35160926.33b13d1b.795c9924/?link_type=hybrid_url&ut=eyJwYWdlIjoidXJsIiwidHlwZSI6Imh5YnJpZF91cmwiLCJjb2wiOjF9&pc=https%3A%2F%2Fsearch.rakuten.co.jp%2Fsearch%2Fmall%2F%E5%BE%A1%E6%B9%96%E9%B6%B4%2F100337%2F","https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3286639&pid=885409294&vc_url=https%3A%2F%2Fshopping.yahoo.co.jp%2Fsearch%3Ffirst%3D1%26tab_ex%3Dcommerce%26fr%3Dshp-prop%26mcr%3Dd2ec28baa8330e143e61f8efad452d70%26ts%3D1682307004%26sretry%3D1%26sc_i%3Dshp_pc_top_searchBox%26cid%3D1359%26area%3D13%26p%3D%E5%BE%A1%E6%B9%96%E9%B6%B4","長野 | 諏訪御湖鶴酒造場","4.28点"
